Timestamp,Rotation X,Rotation Y,Rotation Z,Rotation W,Acceleration X,Acceleration Y,Acceleration Z
2024-07-10 11:06:26.081,-0.3721977,-0.2996916,-0.2416862,-0.842452,0.270996,-0.123047,-0.25
2024-07-10 11:06:26.091,-0.3720252,-0.2996053,-0.2412549,-0.8426245,0.088745,-0.136108,-0.286865
2024-07-10 11:06:26.101,-0.3718526,-0.2997779,-0.2407373,-0.842797,0.30957,-0.255859,0.013771
2024-07-10 11:06:26.111,-0.3719389,-0.3002962,-0.2400465,-0.8427108,0.100464,-0.240479,-0.001223
2024-07-10 11:06:26.121,-0.3723702,-0.3011588,-0.2391838,-0.8426245,-0.220825,-0.055237,0.106628
2024-07-10 11:06:26.131,-0.3729748,-0.3020222,-0.2383204,-0.8421924,-0.158203,-0.087646,0.553223
2024-07-10 11:06:26.141,-0.3740107,-0.3029719,-0.2375433,-0.8416741,-0.082336,-0.134521,0.807617
2024-07-10 11:06:26.151,-0.3750459,-0.3040071,-0.2366807,-0.840984,-0.126587,0.013176,0.639648
2024-07-10 11:06:26.161,-0.3762543,-0.3051293,-0.2359035,-0.8402932,-0.057922,0.151367,0.71875
2024-07-10 11:06:26.171,-0.3778086,-0.3063377,-0.2350401,-0.8394305,0.432373,0.001706,0.97998
2024-07-10 11:06:26.181,-0.3801385,-0.3078057,-0.2339187,-0.8381357,0.76709,-0.191895,0.719727
2024-07-10 11:06:26.191,-0.3829874,-0.3094454,-0.2324514,-0.8366686,0.199219,0.005199,-0.099487
2024-07-10 11:06:26.201,-0.3857494,-0.3113447,-0.2310698,-0.8351143,0.071289,0.227051,-0.346924
2024-07-10 11:06:26.211,-0.3890296,-0.3135021,-0.22943,-0.8332157,0.704102,0.115356,-0.067627
2024-07-10 11:06:26.221,-0.3933458,-0.3165229,-0.2270993,-0.8306263,1.050781,0.203247,0.144653
2024-07-10 11:06:26.231,-0.3987828,-0.3202352,-0.2242511,-0.8274323,1.164062,0.585938,0.263184
2024-07-10 11:06:26.241,-0.4051708,-0.3246369,-0.2210571,-0.8234612,1.80957,1.414062,-0.182739
2024-07-10 11:06:26.251,-0.4123352,-0.3293852,-0.217173,-0.8190602,1.240234,1.429688,-0.553711
2024-07-10 11:06:26.261,-0.4195859,-0.3338732,-0.2128575,-0.8145714,0.76709,1.446289,-0.073914
2024-07-10 11:06:26.271,-0.4260595,-0.3381886,-0.208023,-0.8106874,1.080078,1.760742,0.446777
2024-07-10 11:06:26.281,-0.4327925,-0.3426773,-0.2026716,-0.8065436,1.995117,2.677734,-0.021194
2024-07-10 11:06:26.291,-0.44246,-0.3492372,-0.2009456,-0.7989479,6.679688,7.945312,-6.398438
2024-07-10 11:06:26.301,-0.4528177,-0.351741,-0.190846,-0.7944592,-2.597656,2.376953,-1.089844
2024-07-10 11:06:26.311,-0.4615356,-0.3530351,-0.183164,-0.7907476,-2.509766,4.21875,-3.660156
2024-07-10 11:06:26.321,-0.4684412,-0.3529488,-0.175827,-0.7883307,0.990723,5.144531,-4.65625
2024-07-10 11:06:26.331,-0.474656,-0.3508777,-0.167713,-0.7872948,1.541016,4.390625,-3.861328
2024-07-10 11:06:26.341,-0.4794898,-0.3477706,-0.1594271,-0.7874674,1.013672,4.671875,-3.076172
2024-07-10 11:06:26.351,-0.4825968,-0.343627,-0.1513138,-0.7890216,0.139282,5.75,-3.435547
2024-07-10 11:06:26.361,-0.4840648,-0.3384475,-0.1438898,-0.7916973,0.319092,5.835938,-4.410156
2024-07-10 11:06:26.371,-0.484668,-0.3319739,-0.1368987,-0.7954088,0.609375,4.964844,-5.253906
2024-07-10 11:06:26.381,-0.4855313,-0.3240331,-0.1301656,-0.7992067,0.040314,4.398438,-5.832031
2024-07-10 11:06:26.391,-0.4873444,-0.314538,-0.1236051,-0.802919,-0.101318,4.09375,-6.570312
2024-07-10 11:06:26.401,-0.4903651,-0.3034895,-0.1172178,-0.8062848,0.185669,3.726562,-6.636719
2024-07-10 11:06:26.411,-0.494595,-0.29106,-0.1113488,-0.8091331,0.216064,3.222656,-6.015625
2024-07-10 11:06:26.421,-0.4999464,-0.2773357,-0.106083,-0.8113774,0.192139,2.806641,-5.597656
2024-07-10 11:06:26.431,-0.5061612,-0.2625756,-0.1013355,-0.8131035,0.174072,2.865234,-5.234375
2024-07-10 11:06:26.441,-0.5133263,-0.2469521,-0.09693372,-0.8140531,0.203369,2.998047,-5.179688
2024-07-10 11:06:26.451,-0.5215259,-0.2302933,-0.0927045,-0.8141394,0.207275,2.996094,-5
2024-07-10 11:06:26.461,-0.5312797,-0.2125987,-0.08847459,-0.8131905,0.074829,2.857422,-4.671875
2024-07-10 11:06:26.471,-0.5427597,-0.1936086,-0.08433094,-0.8106866,-0.588379,2.599609,-4.113281
2024-07-10 11:06:26.481,-0.5560524,-0.1734101,-0.08053308,-0.8067162,-1.672852,2.515625,-3.501953
2024-07-10 11:06:26.491,-0.5707263,-0.1520039,-0.07708028,-0.8010197,-2.386719,2.609375,-2.595703
2024-07-10 11:06:26.501,-0.5872126,-0.129648,-0.07354191,-0.793337,-2.574219,2.564453,-1.064453
2024-07-10 11:06:26.511,-0.6054263,-0.1066013,-0.07000284,-0.7834107,-2.453125,2.566406,0.314697
2024-07-10 11:06:26.521,-0.6251926,-0.0831232,-0.0663775,-0.7708949,-2.339844,2.414062,1.451172
2024-07-10 11:06:26.531,-0.6449584,-0.05955886,-0.06249337,-0.7569981,-2.664062,1.883789,2.515625
2024-07-10 11:06:26.541,-0.6629126,-0.03590826,-0.05904056,-0.7431876,-3.681641,0.932129,3.533203
2024-07-10 11:06:26.551,-0.6773277,-0.01225696,-0.05645113,-0.7310169,-4.621094,0.279541,5.199219
2024-07-10 11:06:26.561,-0.6871678,0.01061653,-0.05394797,-0.7220395,-5.335938,0.513184,7.664062
2024-07-10 11:06:26.571,-0.6926054,0.03271432,-0.0506677,-0.7164293,-6.175781,0.775391,9.40625
2024-07-10 11:06:26.581,-0.694159,0.05420684,-0.0464385,-0.7138391,-6.929688,0.731445,8.992188
2024-07-10 11:06:26.591,-0.6926917,0.07518174,-0.04031,-0.7137536,-7.171875,1.53418,7.171875
2024-07-10 11:06:26.601,-0.6883762,0.09555278,-0.03271355,-0.7158247,-6.402344,2.8125,5.671875
2024-07-10 11:06:26.611,-0.6810393,0.115233,-0.02408261,-0.7202272,-4.703125,2.453125,4.535156
2024-07-10 11:06:26.621,-0.6716306,0.1337047,-0.01527842,-0.7261824,-2.875,0.102539,3.533203
2024-07-10 11:06:26.631,-0.6609278,0.1503642,-0.006387265,-0.7327429,-1.795898,-3.175781,3.255859
2024-07-10 11:06:26.641,-0.650138,0.1649511,0.002330644,-0.7393891,-1.782227,-6.550781,3.087891
2024-07-10 11:06:26.651,-0.6397796,0.1773806,0.01027146,-0.7454312,-2.662109,-9.117188,2.890625
2024-07-10 11:06:26.661,-0.6308022,0.1882566,0.01665876,-0.7502651,-3.878906,-10.80469,1.923828
2024-07-10 11:06:26.671,-0.6228614,0.1974066,0.02114747,-0.7544087,-4.292969,-11.27344,0.599609
2024-07-10 11:06:26.681,-0.6160427,0.2046572,0.02373689,-0.7579477,-4.175781,-10.96875,-0.181396
2024-07-10 11:06:26.691,-0.6100005,0.2097491,0.024514,-0.7614006,-3.734375,-10.22656,-0.67334
2024-07-10 11:06:26.701,-0.6036994,0.2127706,0.02356436,-0.7656298,-4.152344,-10,-0.022934
2024-07-10 11:06:26.711,-0.5979161,0.2145829,0.01950768,-0.7696864,-4.355469,-10.47656,0.281006
2024-07-10 11:06:26.721,-0.594464,0.2155333,0.01251582,-0.7722759,-2.662109,-8.773438,-0.123169
2024-07-10 11:06:26.731,-0.5913555,0.2164829,0.003280293,-0.7745202,0.197144,-4.125,-2.025391
2024-07-10 11:06:26.741,-0.583846,0.2177776,-0.007509444,-0.7797853,2.751953,0.188354,-5
2024-07-10 11:06:26.751,-0.5677912,0.2195892,-0.01968017,-0.7908339,4.054688,0.598145,-8.4375
2024-07-10 11:06:26.761,-0.543278,0.2223519,-0.03383575,-0.8067162,4.636719,-2.810547,-10.1875
2024-07-10 11:06:26.771,-0.5125492,0.2261505,-0.05023638,-0.8246703,5.878906,-6.902344,-9.84375
2024-07-10 11:06:26.781,-0.4794891,0.230811,-0.06888066,-0.8416748,8.195312,-9.054688,-8.40625
2024-07-10 11:06:26.791,-0.4469481,0.2366807,-0.08890663,-0.8560899,10.70313,-8.789062,-6.5625
2024-07-10 11:06:26.801,-0.4168239,0.2445352,-0.1098808,-0.8665339,13.125,-7.417969,-5.023438
2024-07-10 11:06:26.811,-0.3897198,0.2544616,-0.1313741,-0.8732663,14.04688,-4.625,-2.75
2024-07-10 11:06:26.821,-0.3668463,0.2664598,-0.1533849,-0.8759419,14.23438,-1.871094,-1.806641
2024-07-10 11:06:26.831,-0.3482013,0.2807024,-0.1753957,-0.8750793,14.66406,0.807617,-1.581055
2024-07-10 11:06:26.841,-0.3339595,0.2964984,-0.1967157,-0.8708501,15.48438,3.740234,-1.984375
2024-07-10 11:06:26.851,-0.3228247,0.3133297,-0.2166554,-0.8643765,15.32813,6.796875,-2.773438
2024-07-10 11:06:26.861,-0.3130708,0.3311113,-0.2354722,-0.856348,13.21875,8.242188,-2.357422
